Conference|Year|Title|Authors|Keywords|Abstract|Category|Decision|Raw Decision
FSE|2015|SimPerf: An Automated Testing Framework to Identify Synchronization Bottlenecks|tingting yu|software testing,performance testing,bottleneck identification|Writing concurrent programs is a challenging task, because it requires consideration of both functional and performance correctness. In software engineering, numerous program analysis and testing techniques have been proposed to detect functional faults due to incorrect enforcement of synchronizations. Little work, however, has addressed the problem of performance correctness, in which inefficient use of synchronizations can limit the application performance. In this paper, we present SimPerf, a novel testing- based framework that allows engineers to effectively identify synchronization bottlenecks by running existing tests. SimPerf first generates performance test oracles by increasing the likelihood of thread contention. It then employs dynamic analysis to measure performance impact of synchronization code regions on the overall application performance. The measurements can help engineers pinpoint root cause of performance slowdown and identify the relevant code regions that would be most beneficial for optimization. In addition, SimPerf can further provides optimization strategies based on the identified bottlenecks. We implemented SimPerf on a commercial virtual platform that is widely used to support hardware/software co-design. We then evaluated its effectiveness on eleven real-world applications. Our results show that SimPerf was effective at finding both known and unknown synchronization bottlenecks, and led to optimizations that can substantially improve the overall performance of the applications.|None|reject|pre-reject
FSE|2015|Optimizing Energy Consumption of GUIs in Android Apps: A Multi-objective Approach|mario linares vasquez,gabriele bavota,carlos eduardo bernal cardenas,rocco oliveto,massimiliano di penta,denys poshyvanyk|Energy consumption,Mobile applications,Empirical Study|The wide diffusion of mobile devices has motivated research towards optimizing energy consumption of software systems— including apps—targeting such devices. Besides efforts aimed at dealing with various kinds of energy bugs, the adoption of Organic Light-Emitting Diode (OLED) screens has motivated research towards reducing energy consumption by choosing an appropriate color palette. Whilst past research in this area aimed at optimizing energy while keeping an acceptable level of contrast, this paper proposes an approach, named GEMMA (Gui Energy Multi-objective optiMization for Android apps), for generating color palettes using a multi- objective optimization technique, which produces color so- lutions optimizing energy consumption and contrast while using consistent colors with respect to the original color palette. An empirical evaluation that we performed on 25 Android apps demonstrates not only significant improvements in terms of the three different objectives, but also confirmed that in most cases users still perceived the choices of colors as attractive. Finally, for several apps we interviewed the original developers, who in some cases expressed the intent to adopt the proposed choice of color palette, whereas in other cases pointed out directions for future improvement|None|accept|pre-accept
FSE|2015|Measure it? Manage it? Ignore it? Software Practitioners and Technical Debt|neil ernst,stephany bellomo,ipek ozkaya,robert nord,ian gorton|Technical debt,architecture,survey|The technical debt metaphor is widely used to encapsulate numerous software quality problems. The metaphor is attractive to practitioners as it communicates to both technical and non-technical audiences that if quality problems are not addressed, things may get worse. However, it is unclear whether there are practices that move this metaphor beyond a mere communication mechanism. Existing studies of technical debt have largely focused on code metrics and small surveys of developers. In this paper, we report on our survey of 1831 participants, primarily software engineers and architects working in long-lived, software-intensive projects from three large organizations, and follow-up interviews of seven software engineers. We analyzed our data using both non-parametric statistics and qualitative text analysis. We found that architectural decisions are the most important source of technical debt. Furthermore, while respondents believe the metaphor is itself important for communication, existing tools are not currently helpful in managing the details. We use our results to motivate a technical debt timeline to focus management and tooling approaches.|None|accept|pre-accept
FSE|2015|Delta Modeling With Consistency-Preserving Edit Scripts|christopher pietsch,timo kehrer,udo kelter,dennis reuling|Software product line engineering,Model-based development,Delta modeling,Model differencing|Model-based development has become a widely-used approach to implement software, e.g. for embedded systems. Models replace source code as primary executable artifacts in these cases. Software product line technologies for these domains must be able to generate models as instances of an SPL. This need is addressed by an implementation technology for SPLs known as delta modeling. Current approaches to delta modeling require deltas to be written manually using delta languages, and they offer only very limited support for creating and testing a network of deltas. This paper presents a new approach to delta modeling: the abstract notion of a delta is refined to be a consistency-preserving edit script, which is basically a data flow graph of edit steps. Each edit step transforms a model into a new state which can be displayed graphically. An edit script is generated by comparing two models, one with and one without a feature to be implemented. The rich structure of edit scripts allows us to detect dependencies, conflicts and further inferences between deltas statically and to implement restructurings of deltas such as the merger or the intersection of two deltas. All functions are fully generic and can be adapted to new modeling languages with very limited effort.|None|reject|reject
FSE|2015|Not all bugs are same|harold valdivia-garcia,meiyappan nagappan|Empirical Study,Software Bugs,Dependent Variables|There have been decades of research on prioritizing software entities to help practitioners allocate their quality assurance resources using prediction models. However, in most of the past work the dependent variables of the prediction models have been simply the number of bugs in a file. Such a dependent variable assumes that all bugs are the same. In this paper, we first examine if all bugs are the same along three different characteristics of bugs (size of bug-fix, experience of developers fixing the bug, and cost of a bug-fix expressed as the product of the size and experience). Then we examine the impact of using one of these three characteristics as a dependent variable in the prediction model. We measure the impact on prioritization of entities, and the impact on the relationship between previously studied independent variables (such as LOC, Cyclomatic Complexity and Churn) and the dependent variables, when we choose to use the new dependent variables in the model. We find that not all bugs are same in all three characteristics, and that the prioritization of files is considerably different when we use different dependent variables. Hence, we conclude that research needs to be conducted into determining the dependent variables that practitioners most care about, and come up with approaches to capture and mine this information.|None|reject|reject
FSE|2015|BinSim: Obfuscation-Resilient Binary Code Similarity Comparison Using System Call Sliced Segment Equivalence Checking|jiang ming,dongpeng xu,li wang,yufei jiang,dinghao wu|Reverse Engineering,Obfuscation Resilience,Binary Code Similarity,Binary Diffing,System Call Sliced Segment Equivalence Checking,Dynamic Slicing,Symbolic Execution,Weakest Precondition|The efforts to detect differences between two binary executables (binary diffing), first derived from patch analysis, have been widely employed in various reverse engineering tasks, such as ``1-day'' exploit generation, software plagiarism detection and malware analysis. Especially when analyzing malware variants, pervasive code obfuscation techniques have driven recent work towards determining semantic similarity instead of ostensible similarity in syntax. One direction is to measure two programs' dynamic behavior similarity by evaluating system calls or APIs they invoked. Another way is to convert portions of code (e.g., basic blocks) into logical formulas by symbolic execution, and then use constraint solver to verify the equivalence of formulas. Unfortunately, neither approach delivers the expected precision when comparing highly obfuscated programs. In this paper, we propose system call sliced segment equivalence checking, a hybrid method to identify fine-grained semantic similarities between two programs' execution traces. We combine dynamic slicing with symbolic execution to compare the logic of instructions that impact on the observable behaviors. Our approach improves existing semantics-aware binary diffing by inferring whether two programs' behaviors are conditionally equivalent and detecting the similarities or differences whose effects spread across multiple basic blocks. We have implemented a prototype, called BinSim, on top of the BitBlaze binary analysis platform and performed empirical evaluations against a wide variety of obfuscation schemes and malware samples. Our experimental results show that BinSim can successfully identify semantic similarities/differences between obfuscated programs, and outperform other binary diffing tools in terms of better resilience and accuracy.|None|reject|pre-reject
FSE|2015|Discovering Likely Mappings between APIs using Text Mining|rahul pandita,sithu sudarsan,raoul jetley,laurie a. williams|API Documents,Method Mapping,text mining|Developers often migrate applications to release different versions for supporting application programming interfaces (APIs) of various platforms/programming-languages. To migrate an application written using one API (source) to another API (target), a developer needs to know how the methods in the source API map to the methods in the target API. Given a typical platform or language exposes a large number of API methods for developers to reuse, manually writing these mappings is prohibitively resource-intensive and may be error prone. Recently, researchers proposed to automate the process by mining API mappings from existing code-bases. However, these approaches require as input a manually ported (or at least functionally similar) code across source and target API’s. To address the shortcoming, this paper proposes TMAP: Text Mining based approach to discover likely API mappings using the similarity in the textual description of the source and target API documents. To evaluate our approach, we apply TMAP to discover API mappings for 15 classes across: 1) Java and C# API, 2) Java ME and Android API.We next compare the discovered mappings with state-of-the-art source code analysis based approaches: Rosetta and StaMiner. Our results indicate that TMAP on an average found relevant mappings for 57% more methods compared to previous approaches. Furthermore, our results also indicate that TMAP found on average exact mappings for 6.5 more methods per class with a maximum of 21 additional exact mappings for a single class as compared to previous approaches.|None|reject|reject
FSE|2015|Fast and Precise Statistical Code Completion|pascal roos,veselin raychev,martin vechev|code completion,language models,IDE,Eclipse plug-in,big code,statistical models,probabilistic models|This paper presents an end-to-end system for precise and real-time API code completion based on the N-gram statistical language model. This language model is learned from "Big Code" -- massive codebases found in online repositories such as GitHub. We describe: (i) a novel, fast API code completion algorithm based on beam search, (ii) an efficient implementation of the N-gram language model and various smoothing methods, (iii) the first experimental evaluation comparing different smoothing techniques, beam size, N-gram parameters, as well as completion speed and precision, and (iv) an Eclipse plug-in implementation capable of completing multiple method invocations at a time. We show that our statistical completion system is fast, precise and ready for practical use: on 84 realistic Android programs, the desired solution is found in milliseconds and is in the top 3 suggestions for over 89% of programs. Additionally, we find that developers using our system are overall faster in completing tasks with our plug-in when compared to other solutions.|None|reject|reject
FSE|2015|Finding Resume and Restart Errors in Android Applications|zhiyong shan,tanzirul azim,iulian neamtiu|Android analysis,Static analysis,Data loss,Input generation|Smartphone apps create and handle a large variety of ``instance'' data such as workout results in a health&fitness app; alarm settings in an alarm clock app; or game state in a game app. Due to the nature of the smartphone platform, an app can be paused, sent into the background, or killed at any time. If the instance data is not saved, or not saved properly, in addition to the actual loss of data, partially-saved or corrupted data can crash the app upon resume or restart.  While smartphone platforms offer API support for data-saving and data-retrieving operations, the use of this API is ad-hoc: completely left to the programmer, rather than enforced by the compiler.  Our main observation is that several categories of bugs---including data loss, failure to resume/restart or resuming/restarting in the wrong state---are due to the same underlying problem: incorrect handling of instance data.  To help address this problem, we have focused on the Android platform and constructed a tool chain---static analysis and input generator---that helps find and reproduce such incorrect handling, thereby benefiting Android end-users, developers, and researchers. We evaluate our approach on 341 apps chosen from various categories, sizes, and popularity.  Results indicate that our approach is (i) effective, as it has discovered dozens of bugs, including in popular Android apps, and (ii) efficient, completing on average in 95 seconds per app.|None|reject|reject
FSE|2015|Bridging the Gap between User Experience and Privacy Enforcement|abdulbaki aydin,omer tripp,pietro ferrara,marco pistoia|usable security,privacy analysis,mobile,information-flow security|Mobile applications often require access to private user information, such as the user or device ID, the location and the contact list. Usage of such fields varies across different applications. A notable example is advertising. Some applications feature contextual advertising by releasing granular user information, such as the user's precise location and date of birth, whereas other applications release more coarse information, including the user's age and country. Another dimension is the user. Some users are more demanding for privacy than others. Existing solutions for privacy enforcement are neither app- nor user-sensitive. Instead, they perform general tracking of private data into release points, such as the Internet. The main contribution of this paper consists of refining privacy enforcement, in such a way that the user can configure privacy preferences atop a visual capture of the application's screens that is enriched with privacy-relevant information. We focus on (contextual) advertising, which is the de facto monetization model of Android, and outline how our approach can be extended to other clients of private information, such as analytics engines. We have implemented our approach for Android as the SafeAd system for privacy enforcement. SafeAd first runs in off-line mode to collect screen captures and track flows of private data into ad widgets. It then combines these two artifacts to enable user-sensitive visual privacy configuration. Finally, SafeAd instruments the app in order to guarantee that mock---rather than actual---data is released where appropriate.  We have applied SafeAd to 126 free top-popular applications from Google Play, 25 of which were found to release private data for contextual advertising. Experiments over these apps indicate that (i) the SafeAd configuration is lightweight with an average of 7 review actions per app; (ii) the average SafeAd overhead is <5%; and (iii) the code rewriting to enforce the configuration is free of side effects.|None|reject|pre-reject
FSE|2015|Continuous Deployment at Facebook and OANDA|tony savor,mitchell douglas,michael gentili,laurie a. williams,kent beck,michael stumm|Software Deployment,Software Management,Software Process,Software Installation,Software Productivity,Software Quality|Continuous deployment is the software engineering practice of deploying many small incremental software updates into production, leading to a continuous stream of 10s, 100s, or even 1,000s of deployments per day. High-profile Internet firms such as Amazon, Etsy, Facebook, Flickr, Google, and Netflix have embraced continuous deployment. However, little academic study has analyzed whether continuous deployment is a sound practice. In this paper, we present both quantitative and qualitative analyses of the continuous deployment practices at Facebook and OANDA. We show that continuous deployment need not inhibit productivity or quality even in the face of substantial growth of the engineering team and the code size. The evidence suggests that top-level management support of continuous deployment is critical, and that given a choice, developers prefer faster deployment. We identify key elements and key experiences that emerged as central to the viability of continuous deployment. To the best of our knowledge, this is the first study to show it is possible to substantially scale the size of an engineering team and the size of the code base without negatively impacting developer productivity or software quality.|None|reject|reject
FSE|2015|Suggesting Accurate Method and Class Names|miltiadis allamanis,earl t. barr,christian bird,charles sutton|naturalness of software,coding conventions,method naming|Descriptive names are vital part of readable, and hence maintainable, code. Recent progress on automatically suggesting names for local variables tantalizes with the prospect of replicating that success with method and class names.  However, suggesting names for methods and classes is much more difficult. This is because good method and class names need to be functionally descriptive, but suggesting such names requires that the model goes beyond local context. We introduce a neural probabilistic language model for source code that is specifically designed for the method naming problem. Our model learns which names are semantically similar by assigning them to locations, called embeddings, in a high-dimensional continuous space, in such a way that names with similar embeddings tend to be used in similar contexts. These embeddings seem to contain semantic information about tokens, even though they are learned only from statistical co-occurrences of tokens.  Furthermore, we introduce a variant of our model that is, to our knowledge, the first that can propose neologisms, names that have not appeared in the training corpus. We obtain state of the art results on the method, class, and even the simpler variable naming tasks. More broadly, the continuous embeddings that are learned by our model have the potential for wide application within software engineering.|None|accept|accept
FSE|2015|Revisiting the Truisms of Software Engineering: Does Phase Delay Dramatically Increase Fix Time?|tim menzies,william nichols,lucas layman,forrest shull,carter pape|software processes,economics,phase delay,time to fix.|Does repair time increase dramatically the longer an issue persists in a system? Many industrial practitioners and academics this to be true. This belief is used to justify major investments in software development processes and methods. This paper reports on the largest study on phase delay yet published. Based on a sample of 171 software projects from around the world (2006 and 2014), we find that this belief is incorrect. Specifically: the time to resolve an issue does *not* increase the longer the issue remains in the system. This result raises the question: how do widely-held beliefs like phase delay survive so long without critical reassessment? As a community, we need to consider how (and when) we reflect on our prominent hypotheses.|None|reject|reject
FSE|2015|How Developers Optimize Android Apps|mario linares vasquez,christopher vendome,michele tufano,denys poshyvanyk|Optimizations,Mining Software Repositories,Empirical,Android|Optimizing mobile apps early on in the development cycle is supposed to be a key strategy for obtaining higher user rankings, more downloads (and revenue), and higher retention. In fact, mobile platform designers publish specific guidelines, practices, and tools aimed at optimizing apps. However, little research has been done into identifying and understanding actual optimization practices performed by developers. In this paper, we present the results of three empirical studies aimed at investigating practices of Android developers towards improving performance of their apps. We mined the history of 3,513 Android apps to identify most frequent optimization warnings in 297K+ snapshots and to understand if (and when) developers take advantage of these optimization opportunities. Then, we performed an in-depth analysis into whether implementing suggested optimizations can help reduce memory and CPU usage in a subset of Android apps. Finally, we conducted a survey with 425 open-source developers to understand how they optimize Android apps. Surprisingly, our results indicate that al- though open source Android apps have a great number of micro-optimization opportunities throughout their change history, developers rarely take advantage of them. The results from the survey shed light into why this happens as well as which practices Android developers rely upon.|None|reject|reject
FSE|2015|Using N-gram Language Model for Software Bug Detection|devin chollak,song wang,lin tan|Bug Detection,Static Analysis,N-gram,Language Models,Programming Rules|To improve software reliability, many techniques have been proposed to infer programming rules, and to detect violations of these programming rules as software defects. In this paper, we leverage the n-gram model to infer programming rules for software defect detection, which is a new domain for the application of n-gram models. In addition, we combine the n-gram model with two additional techniques to address limitations of existing defect detection techniques. First, we infer combined programming rules—combination of infrequent programming rules with their relevant infrequent or frequent programming rules—to detect new bugs. Second, we integrate control flow into the n-gram models which improves the accuracy of defect detection. We evaluate our approach on 14 open source projects ranging from 36 thousand lines of code (KLOC) to 1 million lines of code (MLOC). Our approach detected 310 violations in the latest version of the projects, 108 of which are useful violations, i.e., 43 bugs and 65 refactoring opportunities. We reported 19 of the 43 bugs to the developers and we are in the process of reporting the rest. Among the reported bugs, 2 have been confirmed by the developers, while the rest await confirmation. For the 108 useful violations, at least 26 cannot be detected by existing techniques.|None|reject|reject
FSE|2015|Using Software Changes to Understand Conformance to Test Driven Development|michael hilton,nicholas nelson,hugh mcdonald,sean mcdonald,ronald metoyer,danny dig|program comprehension and visualization,Agile Development,Visualization,Test-Driven Development,Process Conformance,Human aspects of software engineering,User Study,Cognitive Dimensions,Empirical Studies and metrics|A bad software development process leads to wasted effort and inferior products. In order to improve a software process, it is important to first understand it. Our unique approach in this paper is to use code and test changes to understand conformance to a process. We use Test Driven Development (TDD) as a case study to validate our approach. We designed and implemented TDDViz, a tool that enables developers to better understand how they conform to TDD. TDDViz enables this understanding by providing novel visualizations. We analyze these visualizations using the Cognitive Dimensions framework to discuss some findings and design adjustments. To enable TDDViz’s visualizations, we developed a novel automatic inferencer that identifies the phases that make up the TDD process solely based on code and test changes. We evaluate TDDViz using two complementary methods: a controlled experiment with 35 participants, and a case study with 2601 TDD Sessions. The controlled experiment shows that, in comparison to existing visualizations, participants performed significantly better when using TDDViz to answer questions about code. In addition, the case study shows that TDDViz infers TDD phases with an accuracy of 87%.|None|reject|reject
FSE|2015|Quality and Productivity Outcomes Relating to Continuous Integration in GitHub|bogdan vasilescu,yu yue,huaimin wang,premkumar t. devanbu,vladimir filkov|Continuous Integration,Productivity,Quality,Empirical study,GitHub|Software processes comprise many steps; coding is followed by building, integration testing, system testing, deployment, operations, inter alia. Software process integration and automation have been areas of key concern in software engineering, ever since the pioneering work of Osterweil; market pressures for Agility, and open, decentralized, software development have provided additional pressures for progress in this area. But do these innovations actually help projects? Given the numerous confounding factors that can influence project performance, it can be a challenge to discern the effects of process integration and automation. Software project ecosystems such as GitHub provide a new opportunity in this regard: one can readily find large numbers of projects in various stages of process integration and automation, and gather data on various influencing factors as well as productivity and quality outcomes. In this paper, we use large, historical data on process metrics and outcomes in GitHub projects, to discern the effects of one specific innovation in process automation: continuous integration. Our main finding is that continuous integration improves the productivity of project teams, who can integrate more outside contributions, without an observable diminishment in code quality.|None|accept|accept
FSE|2015|A User-Guided Approach to Program Analysis|ravi mangal,xin zhang,aditya v. nori,mayur naik|user feedback,program analysis,report classification|Program analysis tools often produce undesirable output due to various approximations. We present an approach and a system EUGENE that allows user feedback to guide such approximations towards producing the desired output. We formulate the problem of user-guided program analysis in terms of solving a combination of hard rules and soft rules: hard rules capture soundness while soft rules capture degrees of approximations and preferences of users. Our technique solves the rules using an off-the-shelf solver in a manner that is sound (satisfies all hard rules), optimal (maximally satisfies soft rules), and scales to real-world analyses and programs. We evaluate EUGENE on two different analyses with labeled output on a suite of seven Java programs of size 131–198 KLOC. We also report upon a user study involving nine users who employ EUGENE to guide an information-flow analysis on three Java micro-benchmarks. In our experiments, EUGENE significantly reduces misclassified reports upon providing limited amounts of feedback.|None|accept|accept
FSE|2015|Automated Classification and Program Repair for Introductory Programming Assignments|sumit gulwani,ivan radicek,florian zuleger|introductory programming education,feedback,program repair,classification|Providing feedback on programming assignments is a tedious task for the instructor. In this paper, we present a novel technique for automatic feedback generation: (1) For a given programming assignment, we automatically classify or categorize the correct student attempts based on their underlying high-level strategy. From each class we select one student attempt as a specification for the given strategy. (2) Given an incorrect student attempt we run a repair procedure against all specifications, and automatically generate the minimal repair based on one of them. We evaluated the approach on 18,767 student attempts over 15 problems  from an undergraduate programming course. In our evaluation we first automatically generated specifications from the correct student attempts and then used these specifications to repair the incorrect student attempts without any human intervention, finding repairs for 76% of student attempts in around 8 seconds per attempt.|None|reject|pre-reject
FSE|2015|Hey, You Have Given Me Too Many Knobs! ---Understanding Over-Designed Configuration in System Software|tianyin xu,long jin,xuepeng fan,yuanyuan zhou,shankar pasupathy,rukma talwadker|configuration design,system software,configuration settings characteristics,configuration simplification,configuration navigation|Configuration problems are not only prevalent, but also severely impair the reliability of today's system software. One fundamental reason is the ever-increasing complexity of configuration, reflected by the large number of configuration parameters ("knobs"). With hundreds of knobs, configuring system software to ensure high reliability and performance becomes a daunting, error-prone task. This paper makes a first step in understanding a fundamental question of configuration design: "do users really need so many knobs?" To provide the quantitatively answer, we study the configuration settings of real-world users, including thousands of customers of a commercial storage system (Storage-A), and hundreds of users of two widely-used open-source system software projects. Our study reveals a series of interesting findings to motivate software architects and developers to be more cautious and disciplined in configuration design. Motivated by these findings, we provide a few concrete, practical guidelines which can significantly reduce the configuration space. Take Storage-A as an example, the guidelines can remove 51.9% of its parameters and simplify 19.7% of the remaining ones with little impact on existing users. Also, we study the existing configuration navigation methods in the context of "too many knobs" to understand their effectiveness and to provide practices for building navigation support in system software.|None|accept|pre-accept
FSE|2015|Proactive Self-Adaptation under Uncertainty: a Probabilistic Model Checking Approach|gabriel a. moreno,javier camara moreno,david garlan,bradley r. schmerl|self-adaptation,latency-aware adaptation,proactive adaptation,probabilistic model checking|Self-adaptive systems tend to be reactive and myopic, adapting in response to changes without anticipating what the subsequent adaptation needs will be. Adapting reactively can result in inefficiencies due to the system performing a suboptimal sequence of adaptations. Furthermore, when adaptations have latency, and take some time to produce their effect, they have to be started with sufficient lead time so that they complete by the time their effect is needed. Proactive latency-aware adaptation addresses these issues by making adaptation decisions with a look-ahead horizon and taking adaptation latency into account. In this paper we present an approach for proactive latency-aware adaptation under uncertainty that uses probabilistic model checking for adaptation decisions. The key idea is to use a formal model of the adaptive system in which the adaptation decision is left underspecified through nondeterminism, and have the model checker resolve the nondeterministic choices so that the accumulated utility over the horizon is maximized. The adaptation decision is optimal over the horizon, and takes into account the inherent uncertainty of the environment predictions needed for looking ahead. Our results show that the decision based on a look-ahead horizon, and the factoring of both tactic latency and environment uncertainty, considerably improve the effectiveness of adaptation decisions.|None|accept|accept
FSE|2015|Precondition-Guided Search Strategy in Concolic Testing|hyunmin seo,sunghun kim|Concolic testing,symbolic execution,search strategies|Concolic Testing, an automatic test generation technique based on symbolic execution has received much interest recently and yields reasonable code coverage. Concolic testing generates an input vector for the opposite branch of a branch in the previous execution paths. However, generating input to cover a specific branch in a program is still challenging due to the path explosion, especially when the target branch requires a complicated conditions to be satisfied by the input. Several heuristic-based search strategies have been introduced to deal with the path explosion but most strategies focused on improving coverage in general not covering a specific branch. In this paper, we introduce a precondition-guided search (PGS) strategy. Each time an execution of concolic testing fails to cover a target branch, we calculate the reasons not covering the target in the form of precondition and save the precondition at each branch along the path. Later, before we generate new input, we check if the current state implies the preconditions stored at the branch. If the implication holds, we do not generate input since the new input can not reach the target branch for the same reason. We evaluate PGS on selected subjects from the literature. The experimental results show that PGS can cover the target branches fast which are hard to be covered by other strategies.|None|reject|reject
FSE|2015|Developer Migration in the GitHub Ecosystem|casey casalnuovo,bogdan vasilescu,premkumar t. devanbu,vladimir filkov|GitHub Ecosystem,Developer Migration,Social Links|The team aspects of software engineering have been a subject of great interest since early work by Fred Brooks and others: how well do people work together in teams? why do people join teams? what happens if teams are distributed? Such questions have received a great deal of attention. Recently, the emergence of project ecosystems such as GitHub have created an entirely new, higher level of organization. GitHub supports numerous teams; they share a common technical platform (for work activities) and a common social platform (via following, commenting, etc). This gives rise to a range of new phenomena. People collaborate, talk, build reputations and skills, and make contributions to different projects within the ecosystem. Individuals benefit by the opportunity to make friends, build reputations, and learn, within a much larger community than a single project; teams benefit from being to able draw from a much larger pool of potential contributors. We are specifically interested in migration between projects, the causes, and effects: people are the life-blood of projects, and thus immigration is a critical factor in the success of a project. We find that migration in GitHub is strongly affected by pre-existing relationships; furthermore, we find that the presence of past social connections combined with prior experience in languages dominant in the project leads to higher productivity both initially and cumulatively. Interestingly, we also find stronger social connections are associated with slightly less productivity initially, but slightly more productivity in the long run.|None|accept|accept
FSE|2015|FreshDoc: Automatic API Update in Human-written Documentation by Analyzing Code Revision|seonah lee,rongxin wu,shing-chi cheung,sungwon kang|Human-written documentation,Outdated APIs,API updates,Software revision histories|API Implementations continually evolve to meet ever changing user needs. API documentation provides an authoritative and timely reference of their usages. However, the documentation is commonly outdated because its updates are tedious and mostly done manually. In this paper, we propose FreshDoc, an approach that detects outdated APIs in documentation and updates them automatically when API implementations have changed. The insight of FreshDoc is that the detection and update of outdated APIs in documentation can be driven by APIs’ code revisions in the code repository. To evaluate FreshDoc, we applied it to four open source projects. The evaluation result shows that FreshDoc can detect and update outdated APIs in documentation with 77% accuracy, outperforming the state-of-the-art technique, DocRef.|None|reject|reject
FSE|2015|Data-Driven Language Design: Syntactic Rule Usage in Java|dong qiu,bixin li,earl t. barr,zhendong su|Language Syntax,Empirical Study,Practical Language Usage|Syntax is fundamental to any programming language: syntax defines valid programs. In the 1970s, computer scientists rigorously and empirically studied programming languages to guide and inform lan- guage design. Since then, language design has been artistic, driven by aesthetics concerns and the intuitions of language architects. Despite recent studies on small sets of selected language features, we lack a comprehensive, quantitative, empirical analysis of how modern, real-world source code exercises the syntax of its program- ming language. This paper presents our results on the first such study on Java, a modern, mature, and widely-used programming language. Our corpus contains over 5,000 open-source Java projects, totalling 150 million source lines of code (SLoC). We study both independent ( i.e. applications of a single syntax rule) and dependent ( i.e. applications of multiple syntax rules) rule usage, and quantify their impact over time and project size. In particular, our study (1) confirms the conventional wisdom that the usage of syntax rules is Zipf; (2) shows that the adoption of new rules and their impact on the usage of pre-existing rules vary significantly over time; and (3) shows that rule usage is highly contextual. Our findings suggest potential applications across language design, code suggestion and completion, automatic syntactic sugaring, and language restriction.|None|reject|reject
FSE|2015|How Developers Search for Code: A Case Study|caitlin sadowski,kathryn stolee,sebastian g. elbaum|code search,empirical studies,human factors,logs analysis|With the advent of large code repositories and sophisticated search capabilities, code search is increasingly becoming a key software development activity. Yet, we do not know much about the context in which search is conducted and what search patterns developers use. This is important as context and patterns can drive future techniques and tools underlying not just code search but also software development environments and workflow. In this work we shed some light into code search context and patterns through a case study performed at Google, using a combination of survey and log-analysis methodologies. Our study provides insights into what developers are doing and trying to learn when performing a search, search scope, query properties, and what a search session under different contexts usually entails. Our results indicate that programmers search for code very frequently, conducting an average of five search sessions with 12 total queries each workday. Programmers are typically looking for code with which they are somewhat familiar and are seeking answers to questions about how to use an API, what code does, why something is failing, or where code is located.|None|accept|accept
FSE|2015|MFix: Automatically Learning Fix Patterns from Past Fixes to Generate Method Fixes|jinqiu yang,quinn hanam,mike chong,nasir ali,taiyue liu,lin tan|automatic program repair,fix patterns,recurring fixes|A large portion (17–45%) of bug fixes are recurring fixes—fixes that are identical or similar to another fix. We propose MFix— a new approach to learn fix patterns at the Abstract Syntax Tree level from past fixes automatically and leverage them to generate recurring fixes automatically. Guided by our empirical study of recurring fixes, MFix proposes a novel technique, which includes a new context matching algorithm to match similar contexts (both syntactic and semantic similarities) of recurring fixes to identify relevant locations for applying fix patterns accurately. The evaluation on 20 recurring bugs from 5 projects—Eclipse JDT, Eclipse SWT, ZK Web Framework, OpenJPA and Wicket— shows that MFix complements existing automated program repair techniques (the state-of-the-art techniques—RSRepair and PAR). Specifically, MFix generates 20 high-quality method fixes (fixes that are identical to developer fixes) that RSRepair and PAR cannot generate. For the 20 recurring bugs, MFix learns 3,838 fix patterns automatically and uses them to generate 31 method fixes, 27 of which (87.1%) are correct; 85.2% (23 out of 27) are identical to the fixes generated by developers.|None|reject|reject
FSE|2015|Multi-Representational Security Analysis|eunsuk kang,aleksandar milicevic,daniel b. jackson|Security,Specification,Verification,Model composition|Many security attacks arise from unanticipated behaviors that are inadvertently introduced by the designer at various stages of the development. We propose a novel approach to formal analysis called the multi-representational security analysis. This approach can be used by the designer to incrementally explore the impact of design decisions on security, and discover attacks that span multiple layers of the system. We describe Poirot, a prototype implementation of this approach, and report on our experience on applying Poirot to detect security flaws in publicly deployed systems.|None|reject|reject
FSE|2015|Guiding Dynamic Symbolic Execution toward Unverified Program Executions|maria christakis,peter muller,valentin wustholz|dynamic symbolic execution,static analysis,condition inference|Most techniques to detect program errors, such as testing, code reviews, and static program analysis, do not fully verify all possible executions of a program. They leave executions unverified when they do not check an execution path, check it under certain unjustified assumptions (such as the absence of arithmetic overflow), or fail to verify certain properties. In this paper, we present a technique to complement partial verification results by automatic test case generation.  We annotate programs to reflect which executions have been verified, and under which assumptions. These annotations are then used to guide dynamic symbolic execution toward unverified program executions. Our main contribution is a code instrumentation that causes dynamic symbolic execution to abort tests that lead to verified executions, to prune parts of the search space, and to prioritize tests that lead to unverified executions.  We have implemented our technique for the .NET static analyzer Clousot and the dynamic symbolic execution tool Pex. Compared to directly running Pex on the annotated programs without our instrumentation, our approach produces smaller test suites (by up to 19.2%), covers more unverified executions (by up to 7.1%), and reduces testing time (by up to 52.4%).|None|reject|reject
