ID$|$Venue$|$Year$|$Title$|$H2$|$H3$|$Ref_ID$|$Cites$|$Author_IDs$|$Authors$|$Abstract
6479$|$4$|$2013$|$Understanding Widespread Changes A Taxonomic Study$|$CSMR$|$$|$None$|$$|$6362,782,2057$|$shaowei wang,david lo,lingxiao jiang$|$None
6480$|$4$|$2013$|$On the Relationship between Program Evolution and FaultProneness An Empirical Study$|$CSMR$|$$|$None$|$$|$2358,6717,2216,6719,80$|$fehmi jaafar,salima hassaine,yann-gael gueheneuc,sylvie hamel,bram adams$|$None
6481$|$4$|$2013$|$An Exploratory Study of Cloning in Industrial Software Product Lines$|$CSMR$|$$|$None$|$$|$2734,336,838,8099,8536,1474$|$yael dubinsky,julia rubin-mosin,thorsten berger,slawomir duszynski,martin becker 0002,krzysztof czarnecki$|$None
6482$|$4$|$2013$|$Analyzing the Eclipse API Usage Putting the Developer in the Loop$|$CSMR$|$$|$None$|$$|$6639,6328,6391$|$john businge,alexander serebrenik,mark van den brand$|$None
6483$|$4$|$2013$|$Predicting Project Outcome Leveraging SocioTechnical Network Patterns$|$CSMR$|$$|$None$|$$|$8110,2054,782,8537,6684$|$didi surian,yuan tian,david lo,hong cheng,ee-peng lim$|$None
6484$|$4$|$2013$|$Leveraging Crowd Knowledge for Software Comprehension and Development$|$CSMR$|$$|$None$|$$|$93,104,97$|$luca ponzanelli,alberto bacchelli,michele lanza$|$None
6485$|$4$|$2013$|$Finding Duplicates of Your Yet Unwritten Bug Report$|$CSMR$|$$|$None$|$$|$8538,275$|$johannes lerch,mira mezini$|$None
6486$|$4$|$2013$|$Analyzing Networks of Issue Reports$|$CSMR$|$$|$None$|$$|$1425,1986,3408$|$markus borg,dietmar pfahl,per runeson$|$None
6487$|$4$|$2013$|$Empirical Evaluation of Bug Linking$|$CSMR$|$$|$None$|$$|$858,6400,6362,782,2057,8539$|$tegawende f. bissyande,ferdian thung,shaowei wang,david lo,lingxiao jiang,laurent reveillere$|$None
6488$|$4$|$2013$|$ChangeBased Test Selection in the Presence of Developer Tests$|$CSMR$|$$|$None$|$$|$6522,4083,190$|$quinten david soetens,serge demeyer,andy zaidman$|$None
6489$|$4$|$2013$|$What Do the Asserts in a Unit Test Tell Us about Code Quality A Study on Open Source and Industrial Projects$|$CSMR$|$$|$None$|$$|$6346,8540,101$|$mauricio finavaro aniche,gustavo ansaldi oliva,marco aurelio gerosa$|$None
6490$|$4$|$2013$|$ACRE An Automated Aspect Creator for Testing C Applications$|$CSMR$|$$|$None$|$$|$8541,8542,2216,80$|$etienne duclos,sebastien le digabel,yann-gael gueheneuc,bram adams$|$None
6491$|$4$|$2013$|$An Empirical Analysis of Bug Reports and Bug Fixing in Open Source Android Apps$|$CSMR$|$$|$None$|$$|$2061,8543,1643,8544$|$pamela bhattacharya,liudmila ulanova,iulian neamtiu,sai charan koduru$|$None
6492$|$4$|$2013$|$Software Analytics for Mobile ApplicationsInsights  Lessons Learned$|$CSMR$|$$|$None$|$$|$1195,97$|$roberto minelli,michele lanza$|$None
6493$|$4$|$2013$|$Feature Detection in AjaxEnabled Web Applications$|$CSMR$|$$|$None$|$$|$6784,630,2618$|$natalia negara,nikolaos tsantalis,eleni stroulia$|$None
6494$|$4$|$2013$|$A Study on the Relation between Antipatterns and the Cost of Class Unit Testing$|$CSMR$|$$|$None$|$$|$8048,13,780,2216$|$aminata sabane,massimiliano di penta,giuliano antoniol,yann-gael gueheneuc$|$None
6495$|$4$|$2013$|$Enhancing the Detection of Code Anomalies with ArchitectureSensitive Strategies$|$CSMR$|$$|$None$|$$|$2622,156,8545,6708$|$isela macia bertran,alessandro garcia,christina von flach g. chavez,arndt von staa$|$None
6496$|$4$|$2013$|$A New Family of Software Antipatterns Linguistic Antipatterns$|$CSMR$|$$|$None$|$$|$779,13,780,2216$|$venera arnaoudova,massimiliano di penta,giuliano antoniol,yann-gael gueheneuc$|$None
6497$|$4$|$2013$|$When and How Using Structural Information to Improve IRBased Traceability Recovery$|$CSMR$|$$|$None$|$$|$188,525,2240,8546,12,613,886$|$annibale panichella,collin mcmillan,evan moritz,davide palmieri,rocco oliveto,denys poshyvanyk,andrea de lucia$|$None
6498$|$4$|$2013$|$RuleBased Impact Analysis for Heterogeneous Software Artifacts$|$CSMR$|$$|$None$|$$|$8547,8548,8549$|$steffen lehnert,qurat-ul-ann farooq,matthias riebisch$|$None
6499$|$4$|$2013$|$SearchBased Refactoring Using Recorded Code Changes$|$CSMR$|$$|$None$|$$|$8550,6618,1226$|$ali ouni 0001,marouane kessentini,houari a. sahraoui$|$None
6500$|$4$|$2013$|$Migrating AS400COBOL to Java A Report from the Field$|$CSMR$|$$|$None$|$$|$6314,8551$|$harry m. sneed,katalin erdos$|$None
6501$|$4$|$2013$|$The Evolution of the R Software Ecosystem$|$CSMR$|$$|$None$|$$|$935,80,111$|$daniel m. german,bram adams,ahmed e. hassan$|$None
6502$|$4$|$2013$|$Quasicontrolled Experimentations on the Impact of AOP on Software Comprehensibility$|$CSMR$|$$|$None$|$$|$8552$|$adam przybylek$|$None
6503$|$4$|$2013$|$Automated Identifier Completion and Replacement$|$CSMR$|$$|$None$|$$|$6374,1538$|$surafel lemma abebe,paolo tonella$|$None
6504$|$4$|$2013$|$An Approach for Optimization of Object Queries on Collections Using Annotations$|$CSMR$|$$|$None$|$$|$8553,8554,8555$|$venkata krishna suhas nerella,sanjay madria,thomas weigert$|$None
6505$|$4$|$2013$|$Extracting and Analyzing the Implemented Security Architecture of Business Applications$|$CSMR$|$$|$None$|$$|$8078,8080,1969$|$bernhard j. berger,karsten sohr,rainer koschke$|$None
6506$|$4$|$2013$|$Recovering Component Dependencies Hidden by FrameworksExperiences from Analyzing OSGi and Qt$|$CSMR$|$$|$None$|$$|$8556,8557,7007,8558$|$thomas forster,thorsten keuler,jens knodel,michael-christian becker$|$None
6507$|$4$|$2013$|$A Framework for Classifying and Comparing Architecturecentric Software Evolution Research$|$CSMR$|$$|$None$|$$|$8559,6470,8560,8561$|$pooyan jamshidi,mohammad ghafari,aakash ahmad,claus pahl$|$None
6508$|$4$|$2013$|$Using Version Control History to Follow the Changes of Source Code Elements$|$CSMR$|$$|$None$|$$|$8562,8563,6300,7276$|$zoltan toth,gabor novak,rudolf ferenc,istvan siket$|$None
6509$|$4$|$2013$|$Network Structure of Social Coding in GitHub$|$CSMR$|$$|$None$|$$|$6400,858,782,2057$|$ferdian thung,tegawende f. bissyande,david lo,lingxiao jiang$|$None
6510$|$4$|$2013$|$Predicting Reassignments of Bug Reports  An Exploratory Investigation$|$CSMR$|$$|$None$|$$|$8564,4083$|$ahmed lamkanfi,serge demeyer$|$None
6511$|$4$|$2013$|$A Comparative Study of Supervised Learning Algorithms for Reopened Bug Prediction$|$CSMR$|$$|$None$|$$|$6266,782,1255,3570,8565,3569$|$xin xia,david lo,xinyu wang,xiaohu yang,shanping li,jianling sun$|$None
6512$|$4$|$2013$|$A History Querying Tool and Its Application to Detect Multiversion Refactorings$|$CSMR$|$$|$None$|$$|$1374,1337,6633,6635$|$reinout stevens,coen de roover,carlos noguera,viviane jonckers$|$None
6513$|$4$|$2013$|$Changes Defects and Polymorphism Is There Any Correlation$|$CSMR$|$$|$None$|$$|$7094,7271$|$petru florin mihancea,cristina marinescu$|$None
6514$|$4$|$2013$|$Relating Clusterization Measures and Software Quality$|$CSMR$|$$|$None$|$$|$8566,6600,6242,6244,6299,6291$|$bela csaba,lajos schrettner,arpad beszedes,judit jasz,peter hegedus,tibor gyimothy$|$None
6515$|$4$|$2013$|$Detecting CrossLanguage Dependencies Generically$|$CSMR$|$$|$None$|$$|$8567,1462,1461,1051,1053$|$theodoros polychniatis,jurriaan hage,slinger jansen,eric bouwers,joost visser$|$None
6516$|$4$|$2013$|$Adoption of Software Testing in Open Source ProjectsA Preliminary Study on 50 000 Projects$|$CSMR$|$$|$None$|$$|$8568,858,782,2057$|$pavneet singh kochhar,tegawende f. bissyande,david lo,lingxiao jiang$|$None
6517$|$4$|$2013$|$PatternBased Refactoring Process of Sequential Source Code$|$CSMR$|$$|$None$|$$|$8569$|$korbinian molitorisz$|$None
6518$|$4$|$2013$|$Reordering Program Statements for Improving Readability$|$CSMR$|$$|$None$|$$|$8570,3360,4104$|$yui sasaki,yoshiki higo,shinji kusumoto$|$None
6519$|$4$|$2013$|$An Early Investigation on the Contribution of Class and Sequence Diagrams in Source Code Comprehension$|$CSMR$|$$|$None$|$$|$1407,6249,3341$|$giuseppe scanniello,carmine gravino,genoveffa tortora$|$None
6520$|$4$|$2013$|$Incremental Feature Location and Identification in Source Code$|$CSMR$|$$|$None$|$$|$7975,6689,8021,7976,8571,8572,1289,5456$|$hiroshi kazato,shinpei hayashi,takashi kobayashi,tsuyoshi oshima,satoshi okada,shunsuke miyata,takashi hoshino,motoshi saeki$|$None
6521$|$4$|$2013$|$Supplying Compilers Static Compatibility Checks by the Analysis of ThirdParty Libraries$|$CSMR$|$$|$None$|$$|$6561,6558,6560$|$kamil jezek,lukas holy,premek brada$|$None
6522$|$4$|$2013$|$ProfileBased LoadIndependent Anomaly Detection and Analysis in Performance Regression Testing of Software Systems$|$CSMR$|$$|$None$|$$|$8573,8574,8575,8576$|$shadi ghaith,miao wang,philip perry,john murphy 0001$|$None
6523$|$4$|$2013$|$Using the GPU to Green an Intensive and Massive Computation System$|$CSMR$|$$|$None$|$$|$1407,8577,8578,6249$|$giuseppe scanniello,ugo erra,giuseppe caggianese,carmine gravino$|$None
6524$|$4$|$2013$|$A Study of Web Maintenance in an Industrial Setting$|$CSMR$|$$|$None$|$$|$8579,1455,8580$|$guy fitzgerald,steve counsell,jason peters$|$None
6525$|$4$|$2013$|$A Pilot Study on Software Quality Practices in Belgian Industry$|$CSMR$|$$|$None$|$$|$6523,3245,8581$|$javier perez,tom mens,flora kamseu$|$None
6526$|$4$|$2013$|$Extraction of Documentation from Fortran 90 Source Code An Industrial Experience$|$CSMR$|$$|$None$|$$|$6317$|$josef pichler$|$None
6527$|$4$|$2013$|$Metric Attitude$|$CSMR$|$$|$None$|$$|$6250,1407,3341$|$michele risi,giuseppe scanniello,genoveffa tortora$|$None
6528$|$4$|$2013$|$Visualization of ComponentBased Applications Structure Using AIVA$|$CSMR$|$$|$None$|$$|$6559,6558,6560$|$jaroslav snajberk,lukas holy,premek brada$|$None
6529$|$4$|$2013$|$Migrating Android Applications towards Servicecentric Architectures with Sip2Share$|$CSMR$|$$|$None$|$$|$8582,8583,661$|$alessandro borriello,fabio melillo,gerardo canfora$|$None
6530$|$4$|$2013$|$MaintainabilityBased Requirements Prioritization by Using Artifacts Traceability and Code Metrics$|$CSMR$|$$|$None$|$$|$8584,2067,778,1407$|$m. waseem asghar,alessandro marchetto,angelo susi,giuseppe scanniello$|$None
6531$|$4$|$2013$|$Linking EMails and Source Code with LASCO$|$CSMR$|$$|$None$|$$|$8585,8586,8587,1407$|$licio mazzeo,anna tolve,raffaele branda,giuseppe scanniello$|$None
6532$|$4$|$2013$|$Coevolution of the Eclipse SDK Framework and Its ThirdParty PlugIns$|$CSMR$|$$|$None$|$$|$6639$|$john businge$|$None
6533$|$4$|$2013$|$Facts and Fallacies of Reuse in Practice$|$CSMR$|$$|$None$|$$|$6413$|$veronika bauer$|$None
6534$|$4$|$2013$|$Static Analysis of DataIntensive Applications$|$CSMR$|$$|$None$|$$|$6298$|$csaba nagy$|$None
6535$|$4$|$2013$|$SBSE4VM Search Based Software Engineering for Variability Management$|$CSMR$|$$|$None$|$$|$754,753$|$roberto erick lopez-herrejon,alexander egyed$|$None
6536$|$4$|$2013$|$MIMOS System ModelDriven Migration Project$|$CSMR$|$$|$None$|$$|$6711,6782,6783$|$ricardo perez-castillo,ignacio garcia rodriguez de guzman,mario piattini velthius$|$None
6537$|$4$|$2013$|$MDO Framework for ContextAware Process Mobility in BuildingMaintenance Domain$|$CSMR$|$$|$None$|$$|$8588,8589,8590,8591,8592,8593$|$tao peng,giampaolo armellin,dario betti,annamaria chiasera,tefo james toai,marco ronchetti$|$None
6538$|$4$|$2013$|$Quality Assessment in the Cloud Is It Worthwhile$|$CSMR$|$$|$None$|$$|$7271,8594$|$cristina marinescu,dana petcu$|$None
6539$|$4$|$2013$|$The OMG UML Testing Profile in UseAn Industrial Case Study for the Future Internet Testing$|$CSMR$|$$|$None$|$$|$2304,8595,8596,8597$|$alessandra bagnato,andrey sadovykh,etienne brosse,tanja e. j. vos$|$None
6540$|$4$|$2013$|$PINCETTE  Validating Changes and Upgrades in Networked Software$|$CSMR$|$$|$None$|$$|$8598,1012,8599,8600,8601,801,8602,3190,1235,8603,8604,8605$|$hana chockler,giovanni denaro,meijia ling,grigory fedyukovich,antti eero johannes hyvarinen,leonardo mariani,ali muhammad,manuel oriol,ajitha rajan,ondrej sery,natasha sharygina,michael tautschnig$|$None
6541$|$4$|$2013$|$Migrating Legacy Software to the Cloud with ARTIST$|$CSMR$|$$|$None$|$$|$8606,8607,1177,8608,8609,8610,6619,8611,8612,8613,6620$|$alexander bergmayr,hugo bruneliere,javier luis canovas izquierdo,jesus gorronogoitia,george kousiouris,dimosthenis kyriazis,philip langer,andreas menychtas,leire orue-echevarria arrieta,clara pezuela,manuel wimmer$|$None
6542$|$4$|$2012$|$Keynote 1 LGTM  Software Sensing and Bug Smelling$|$Keynotes$|$$|$None$|$$|$191$|$harald c. gall$|$None
6543$|$4$|$2012$|$Keynote 2 A Bridge Over Troubled Water  Synergies between Model Transformation and Software Maintenance Techniques$|$Keynotes$|$$|$None$|$$|$8614$|$daniel varro$|$None
6544$|$4$|$2012$|$Aiding Software Developers to Maintain Developer Tests$|$Technical Sessions$|$Aiding Developers$|$None$|$$|$8615,190$|$victor hurdugaci,andy zaidman$|$None
6545$|$4$|$2012$|$A MultiObjective Technique to Prioritize Test Cases Based on Latent Semantic Indexing$|$Technical Sessions$|$Aiding Developers$|$None$|$$|$6705,2067,778,1407$|$md. mahfuzul islam,alessandro marchetto,angelo susi,giuseppe scanniello$|$None
6546$|$4$|$2012$|$IdentifierBased ContextDependent API Method Recommendation$|$Technical Sessions$|$Aiding Developers$|$None$|$$|$1866,6413,2588,2761$|$lars heinemann,veronika bauer,markus herrmannsdorfer,benjamin hummel$|$None
6547$|$4$|$2012$|$Automated Refactoring Using Design Differencing$|$Refactoring$|$$|$None$|$$|$8616,3903$|$iman hemati moghadam,mel o cinneide$|$None
6548$|$4$|$2012$|$Identifying Tailoring and Suggesting Form Template Method Refactoring Opportunities with Program Dependence Graph$|$Refactoring$|$$|$None$|$$|$6322,3360,4104$|$keisuke hotta,yoshiki higo,shinji kusumoto$|$None
6549$|$4$|$2012$|$Refactoring and its Relationship with Fanin and Fanout An Empirical Study$|$Refactoring$|$$|$None$|$$|$8109,1456,1998,2651,1455,8617,8618$|$alessandro murgia,roberto tonelli,michele marchesi,giulio concas,steve counsell,janet mcfall,stephen swift$|$None
6550$|$4$|$2012$|$Enhancing HistoryBased Concern Mining with FineGrained Change Analysis$|$Repository Mining$|$$|$None$|$$|$8211,3683$|$masatomo hashimoto,akira mori$|$None
6551$|$4$|$2012$|$Understanding Structural Complexity Evolution A Quantitative Analysis$|$Repository Mining$|$$|$None$|$$|$8619,2164,8545,6534$|$antonio soares de azevedo terceiro,manoel gomes de mendonca neto,christina von flach g. chavez,daniela cruzes$|$None
6552$|$4$|$2012$|$Impact Analysis Using Static Execute After in WebKit$|$Repository Mining$|$$|$None$|$$|$6244,6600,6242,8620,6291$|$judit jasz,lajos schrettner,arpad beszedes,csaba osztrogonac,tibor gyimothy$|$None
6553$|$4$|$2012$|$Mining Kbuild to Detect Variability Anomalies in Linux$|$Software Anomalies$|$$|$None$|$$|$325,2574$|$sarah nadi,richard c. holt$|$None
6554$|$4$|$2012$|$Anomalies in RuleAdapted Workflows  A Taxonomy and Solutions for vBPMN$|$Software Anomalies$|$$|$None$|$$|$8621,8622$|$markus dohring,steffen heublein$|$None
6555$|$4$|$2012$|$On the Comparison of User Space and Kernel Space Traces in Identification of Software Anomalies$|$Software Anomalies$|$$|$None$|$$|$2568,8623,2565,8624$|$syed shariyar murtaza,afroza sultana,abdelwahab hamou-lhadj,mario couture$|$None
6556$|$4$|$2012$|$Do Developers Introduce Bugs When They Do Not Communicate The Case of Eclipse and Mozilla$|$Bug Management$|$$|$None$|$$|$6805,661,6806,13,3563$|$mario luca bernardi,gerardo canfora,giuseppe a. di lucca,massimiliano di penta,damiano distante$|$None
6557$|$4$|$2012$|$A MarketBased Bug Allocation Mechanism Using Predictive Bug Lifetimes$|$Bug Management$|$$|$None$|$$|$8625,8626,353$|$hadi hosseini,raymond nguyen,michael w. godfrey$|$None
6558$|$4$|$2012$|$A Comparative Study of the Performance of IR Models on Duplicate Bug Detection$|$Bug Management$|$$|$None$|$$|$8115,6941$|$nilam kaushik,ladan tahvildari$|$None
6559$|$4$|$2012$|$Modularization of Legacy Features by Relocation and Reconceptualization How Much is Enough$|$Miscellaneous$|$$|$None$|$$|$8087,4426$|$andrzej olszak,bo norregaard jorgensen$|$None
6560$|$4$|$2012$|$Industrial Comparability of Student Artifacts in Traceability Recovery Research  An Exploratory Survey$|$Miscellaneous$|$$|$None$|$$|$1425,8627,1986$|$markus borg,krzysztof wnuk,dietmar pfahl$|$None
6561$|$4$|$2012$|$A GPUbased Architecture for Parallel Imageaware Version Control$|$Miscellaneous$|$$|$None$|$$|$8628,8629,8630,8631$|$jose ricardo da silva junior,toni pacheco,esteban walter gonzalez clua,leonardo murta$|$None
6562$|$4$|$2012$|$Predicting Coding Effort in Projects Containing XML$|$Prediction$|$$|$None$|$$|$6532,6572$|$siim karus,marlon dumas$|$None
6563$|$4$|$2012$|$Software Evolution Prediction Using Seasonal Time Analysis A Comparative Study$|$Prediction$|$$|$None$|$$|$8632,8633,1114,8634$|$miguel goulao,nelson fonte,michel wermelinger,fernando brito e abreu$|$None
6564$|$4$|$2012$|$Uncovering Causal Relationships between Software Metrics and Bugs$|$Prediction$|$$|$None$|$$|$8635,8636,6229,8637,4849$|$cesar couto,christofer silva,marco tulio de oliveira valente,roberto da silva bigonha,nicolas anquetil$|$None
6565$|$4$|$2012$|$DPB A Benchmark for Design Pattern Detection Tools$|$Design Patterns and Deficiencies$|$$|$None$|$$|$1326,1367,1328$|$francesca arcelli fontana,andrea caracciolo,marco zanoni$|$None
6566$|$4$|$2012$|$DPJF  Design Pattern Detection with High Accuracy$|$Design Patterns and Deficiencies$|$$|$None$|$$|$8638,8269$|$alexander binun,gunter kniesel$|$None
6567$|$4$|$2012$|$Archimetrix Improved Software Architecture Recovery in the Presence of Design Deficiencies$|$Design Patterns and Deficiencies$|$$|$None$|$$|$8639,2822,2493$|$marie christin platenius,markus von detten,steffen becker$|$None
6568$|$4$|$2012$|$ADvISE Architectural Decay in Software Evolution$|$Architecture Evolution$|$$|$None$|$$|$6717,2216,6719,780$|$salima hassaine,yann-gael gueheneuc,sylvie hamel,giuliano antoniol$|$None
6569$|$4$|$2012$|$On the Relevance of Code Anomalies for Identifying Architecture Degradation Symptoms$|$Architecture Evolution$|$$|$None$|$$|$2622,6707,156,8545,6708$|$isela macia bertran,roberta arcoverde,alessandro garcia,christina von flach g. chavez,arndt von staa$|$None
6570$|$4$|$2012$|$ConstraintBased Consistency Checking between Design Decisions and Component Models for Supporting Software Architecture Evolution$|$Architecture Evolution$|$$|$None$|$$|$8640,8641,8642$|$ioanna lytra,huy tran,uwe zdun$|$None
6571$|$4$|$2012$|$Challenges of the Dynamic Detection of Functionally Similar Code Fragments$|$Clone Detection$|$$|$None$|$$|$2587,1866,2761,1143$|$florian deissenboeck,lars heinemann,benjamin hummel,stefan wagner$|$None
6572$|$4$|$2012$|$LargeScale InterSystem Clone Detection Using Suffix Trees$|$Clone Detection$|$$|$None$|$$|$1969$|$rainer koschke$|$None
6573$|$4$|$2012$|$Using Fuzzy Code Search to Link Code Fragments in Discussions to Source Code$|$Clone Detection$|$$|$None$|$$|$1855,2629,111$|$nicolas bettenburg,stephen w. thomas,ahmed e. hassan$|$None
6574$|$4$|$2012$|$Welcome from the Early Research Achievements Chairs$|$Early Research Achievements Track$|$$|$None$|$$|$2587,661$|$florian deissenboeck,gerardo canfora$|$None
6575$|$4$|$2012$|$Recommending Refactorings to Reverse Software Architecture Erosion$|$Refactoring & Reengineering$|$$|$None$|$$|$7957,6229,1474,8637$|$ricardo terra,marco tulio de oliveira valente,krzysztof czarnecki,roberto da silva bigonha$|$None
6576$|$4$|$2012$|$A New Software Maintenance Scenario Based on Refactoring Techniques$|$Refactoring & Reengineering$|$$|$None$|$$|$8388$|$gustavo villavicencio$|$None
6577$|$4$|$2012$|$Invertible Program Restructurings for Continuing Modular Maintenance$|$Refactoring & Reengineering$|$$|$None$|$$|$8643,8644,8645$|$julien cohen,remi douence,akram ajouli$|$None
6578$|$4$|$2012$|$Towards Applying Reengineering Services to EnergyEfficient Applications$|$Refactoring & Reengineering$|$$|$None$|$$|$8646,8647,8648,8649,8354$|$jan jelschen,marion gottschalk,mirco josefiok,cosmin pitu,andreas winter$|$None
6579$|$4$|$2012$|$Making Smart Moves to Untangle Programs$|$Refactoring & Reengineering$|$$|$None$|$$|$6500,6501,6502$|$syed muhammad ali shah,jens dietrich,catherine mccartin$|$None
6580$|$4$|$2012$|$A Cohesion Metric Approach to Dividing Source Code into Functional Segments to Improve Maintainability$|$Refactoring & Reengineering$|$$|$None$|$$|$6457,8650,355$|$norihiro yoshida,masataka kinoshita,hajimu iida$|$None
6581$|$4$|$2012$|$Why is Unittesting in Computer Games Difficult$|$Testing & Maintenance$|$$|$None$|$$|$8651,8652$|$daniel toll,tobias olsson$|$None
6582$|$4$|$2012$|$Filtering Bug Reports for FixTime Analysis$|$Testing & Maintenance$|$$|$None$|$$|$8564,4083$|$ahmed lamkanfi,serge demeyer$|$None
6583$|$4$|$2012$|$Improved Duplicate Bug Report Identification$|$Testing & Maintenance$|$$|$None$|$$|$2054,70,782$|$yuan tian,chengnian sun,david lo$|$None
6584$|$4$|$2012$|$Maintenance Research in SOA  Towards a Standard Case Study$|$Testing & Maintenance$|$$|$None$|$$|$8023,8653,190,6658$|$tiago espinha,cuiting chen,andy zaidman,hans-gerhard gross$|$None
6585$|$4$|$2012$|$Investigation of Access Control Models with Formal Concept Analysis A Case Study$|$Testing & Maintenance$|$$|$None$|$$|$1847,1848$|$francois gauthier,ettore merlo$|$None
6586$|$4$|$2012$|$Using Topic Models to Support Software Maintenance$|$Testing & Maintenance$|$$|$None$|$$|$8061,1890,8062$|$scott grant,james r. cordy,david b. skillicorn$|$None
6587$|$4$|$2012$|$Evaluating the Lifespan of Code Smells using Software Repository Mining$|$Software Analysis$|$$|$None$|$$|$8654,190$|$ralph peters,andy zaidman$|$None
6588$|$4$|$2012$|$Feature Identification from the Source Code of Product Variants$|$Software Analysis$|$$|$None$|$$|$3995,8655,8656,8657$|$tewfik ziadi,luz frias,marcos aurelio almeida da silva,mikal ziane$|$None
6589$|$4$|$2012$|$Extracting InteractionBased Stateful Behavior in Rich Internet Applications$|$Software Analysis$|$$|$None$|$$|$8658,3459,3455$|$yuta maezawa,hironori washizaki,shinichi honiden$|$None
6590$|$4$|$2012$|$Feature Location for MultiLayer System Based on Formal Concept Analysis$|$Software Analysis$|$$|$None$|$$|$7975,6689,8571,8572,1289,5456$|$hiroshi kazato,shinpei hayashi,satoshi okada,shunsuke miyata,takashi hoshino,motoshi saeki$|$None
6591$|$4$|$2012$|$Understanding API Usage to Support Informed Decision Making in Software Maintenance$|$Software Analysis$|$$|$None$|$$|$6413,1866$|$veronika bauer,lars heinemann$|$None
6592$|$4$|$2012$|$Identifying Knowledge Divergence by Vocabulary Monitoring in Software Projects$|$Software Analysis$|$$|$None$|$$|$8063,8065$|$jan nonnen,paul imhoff$|$None
6593$|$4$|$2012$|$Welcome from the Industrial Chairs$|$Industrial Track$|$$|$None$|$$|$8659,8660$|$jens borchers,hassan charaf$|$None
6594$|$4$|$2012$|$Software Quality Model and Framework with Applications in Industrial Context$|$Quality Aspects$|$$|$None$|$$|$6600,7203,6242,8661,6291$|$lajos schrettner,lajos jeno fulop,arpad beszedes,akos kiss,tibor gyimothy$|$None
6595$|$4$|$2012$|$Applying Maintainability Oriented Software Metrics to Cabin Software of a Commercial Airliner$|$Quality Aspects$|$$|$None$|$$|$8662,2544$|$stefan burger,oliver hummel$|$None
6596$|$4$|$2012$|$Identify Impacts of Evolving Third Party Components on LongLiving Software Systems$|$Quality Aspects$|$$|$None$|$$|$6415,6659,1430,2494,6660,2492$|$benjamin klatt,zoya durdik,heiko koziolek,klaus krogmann,johannes stammel,roland weiss$|$None
6597$|$4$|$2012$|$Analyzing Assembler to Eliminate Dead Functions An Industrial Experience$|$Reengineering Experiences$|$$|$None$|$$|$8152,353,2574,8663,8664$|$ian j. davis,michael w. godfrey,richard c. holt,serge mankovski,nick minchenko$|$None
6598$|$4$|$2012$|$Rebuilding a Unified Database Service via Context Analysis Method$|$Reengineering Experiences$|$$|$None$|$$|$8665,8666,8667,8668$|$woomok kim,tae-hyung kim,sangtae kim,doo-hwan bae$|$None
6599$|$4$|$2012$|$IT Industrialisation as Enabler of Global Delivery$|$Strategic Aspects$|$$|$None$|$$|$7465,8669$|$daniel simon,frank simon$|$None
6600$|$4$|$2012$|$Welcome from the European Projects Chair$|$European Projects Track$|$$|$None$|$$|$6790$|$radu marinescu$|$None
6601$|$4$|$2012$|$Digital Preservation Challenges on Software Life Cycle$|$European Projects Track$|$$|$None$|$$|$8670,8671,8672,8673$|$jose barateiro,daniel draws,martin alexander neuman,stephan strodl$|$None
6602$|$4$|$2012$|$Towards the Better Software Metrics Tool$|$European Projects Track$|$$|$None$|$$|$8674,8675,8676,8677$|$zoran budimac,gordana rakic,marjan hericko,crt gerlec$|$None
6603$|$4$|$2012$|$Development of a Unified Software Quality Platform in the Szeged InfoP�lus Cluster$|$European Projects Track$|$$|$None$|$$|$6242,6600,6291$|$arpad beszedes,lajos schrettner,tibor gyimothy$|$None
6604$|$4$|$2012$|$Welcome from the Doctoral Symposium Chair$|$Doctoral Symposium$|$$|$None$|$$|$6368$|$jurgen j. vinju$|$None
6605$|$4$|$2012$|$Global and Geographically Distributed Work Teams Understanding the Bug Fixing Process and Potentially Bugprone Activity Patterns$|$Student Presentations$|$$|$None$|$$|$8678$|$daniel izquierdo-cortazar$|$None
6606$|$4$|$2012$|$Visual Modeler for Data Intensive Tasks$|$Student Presentations$|$$|$None$|$$|$8679,8680$|$ferenc kovacs,zoltan david$|$None
6607$|$4$|$2012$|$Hot Clones A Shotgun Marriage of SearchDriven Development and Clone Management$|$Student Presentations$|$$|$None$|$$|$2224$|$niko schwarz$|$None
6608$|$4$|$2012$|$Welcome from the Tool Demonstration Chairs$|$Tool Demonstration Track$|$$|$None$|$$|$6998,2225$|$holger m. kienle,mircea lungu$|$None
6609$|$4$|$2012$|$Bug Maps A Tool for the Visual Exploration and Analysis of Bugs$|$Tool Demonstrations Session 1$|$$|$None$|$$|$6642,4849,3918,8209,8635,6229,8681$|$andre hora,nicolas anquetil,stephane ducasse,muhammad usman bhatti,cesar couto,marco tulio de oliveira valente,julio martins$|$None
6610$|$4$|$2012$|$SECONDA Software Ecosystem Analysis Dashboard$|$Tool Demonstrations Session 1$|$$|$None$|$$|$8682,8683,6332,3245$|$javier javier perez,romuald deshayes,mathieu goeminne,tom mens$|$None
6611$|$4$|$2012$|$Web2MexADL Discovery and Maintainability Verification of Software Systems Architecture$|$Tool Demonstrations Session 1$|$$|$None$|$$|$6554,6557,6555$|$juan carlos castrejon,rafael lozano,genoveva vargas-solar$|$None
